,FishnetID,ReportingMonth,PerformanceTarget,dl_avg_pred,df_error
1468,1356656,2018-06-01,0.8421,0.8994125723838806,0.057312572383880656
1497,1359113,2017-08-01,0.802,0.0,-0.802
1498,1359113,2017-09-01,0.7446,0.7975555658340454,0.05295556583404537
1499,1359113,2017-10-01,0.8143,0.7830386161804199,-0.0312613838195801
1500,1359113,2017-11-01,0.8167,0.8308917880058289,0.014191788005828876
1508,1359115,2017-06-01,0.3729,0.0,-0.3729
1564,1367075,2017-10-01,0.7249,0.8905534744262695,0.16565347442626954
1565,1367075,2017-11-01,0.7283,0.7905489206314087,0.062248920631408744
1566,1367075,2017-12-01,0.7746,0.7876717448234558,0.013071744823455855
1567,1367075,2018-01-01,0.782,0.8178702592849731,0.035870259284973116
1568,1367075,2018-02-01,0.8131,0.8252395391464233,0.012139539146423295
1569,1367075,2018-03-01,0.8211,0.8483246564865112,0.02722465648651118
1570,1367075,2018-04-01,0.8364,0.8552514910697937,0.01885149106979367
1607,1378752,2018-02-01,0.6875,0.9998294711112976,0.3123294711112976
1608,1378752,2018-03-01,0.7907,0.8387354016304016,0.04803540163040165
1609,1378752,2018-04-01,0.846,0.8932139873504639,0.04721398735046389
1612,1384271,2017-06-01,0.7108,0.0,-0.7108
1613,1384271,2017-07-01,0.6078,0.0,-0.6078
1614,1384271,2017-08-01,0.5331,0.0,-0.5331
1616,1384271,2017-10-01,0.4901,0.997998058795929,0.507898058795929
1617,1384271,2017-11-01,0.4653,0.5359222888946533,0.07062228889465333
1677,1430919,2017-06-01,0.6341,0.0,-0.6341
1678,1430919,2017-07-01,0.6162,0.0,-0.6162
1679,1430919,2017-08-01,0.7164,0.0,-0.7164
1680,1430919,2017-09-01,0.7521,0.838655412197113,0.08655541219711305
1681,1430919,2017-10-01,0.8021,0.8402059078216553,0.03810590782165524
1682,1430919,2017-11-01,0.8357,0.8508620262145996,0.015162026214599611
1683,1430919,2017-12-01,0.8079,0.860885500907898,0.052985500907898
1684,1430919,2018-01-01,0.816,0.8473892211914062,0.0313892211914063
1685,1430919,2018-02-01,0.8249,0.8495577573776245,0.024657757377624545
1687,1430919,2018-04-01,0.8131,0.9315635561943054,0.11846355619430537
1694,1433373,2017-10-01,0.6913,0.8036823272705078,0.11238232727050779
1695,1433373,2017-11-01,0.5572,0.6173027753829956,0.06010277538299558
1697,1433373,2018-01-01,0.7449,0.7501875758171082,0.005287575817108148
1698,1433373,2018-02-01,0.6362,0.6090137362480164,-0.02718626375198363
1699,1433373,2018-03-01,0.5349,0.5853186845779419,0.05041868457794185
1700,1433373,2018-04-01,0.5258,0.5373556017875671,0.011555601787567094
1701,1433373,2018-05-01,0.5261,0.5236092209815979,-0.0024907790184021117
1702,1433373,2018-06-01,0.5262,0.5205997228622437,-0.005600277137756349
1817,1482487,2018-04-01,0.8406,0.8645535707473755,0.023953570747375474
1818,1482487,2018-05-01,0.8266,0.8410588502883911,0.014458850288391112
1819,1482487,2018-06-01,0.8448,0.9022589325904846,0.057458932590484624
1907,1502121,2018-03-01,0.8438,0.9383721947669983,0.0945721947669983
1908,1502121,2018-04-01,0.7292,0.7488918900489807,0.019691890048980754
1909,1502121,2018-05-01,0.5885,0.7445504665374756,0.15605046653747556
1910,1502121,2018-06-01,0.491,0.7142013311386108,0.22320133113861085
1931,1502129,2018-01-01,0.8167,0.979494035243988,0.16279403524398806
1934,1502129,2018-04-01,0.7829999999999999,0.9977512955665588,0.21475129556655892
1971,1502132,2018-02-01,0.8215,0.9060622453689575,0.08456224536895751
1972,1502132,2018-03-01,0.8229,0.8844125270843506,0.06151252708435062
1974,1502132,2018-05-01,0.7636,0.9584575891494751,0.19485758914947515
1975,1502132,2018-06-01,0.6897,0.8544931411743164,0.16479314117431643
1984,1504575,2018-02-01,0.8457,0.8496724367141724,0.003972436714172356
1985,1504575,2018-03-01,0.8256,0.8237308859825134,-0.0018691140174865728
1986,1504575,2018-04-01,0.8483,0.8390740752220154,-0.009225924777984673
1989,1504583,2017-06-01,0.8429,0.0,-0.8429
1995,1504583,2017-12-01,0.7643,0.8105754256248474,0.04627542562484743
1996,1504583,2018-01-01,0.7699,0.7655640840530396,-0.004335915946960478
1997,1504583,2018-02-01,0.7851,0.7688480615615845,-0.016251938438415547
2019,1504585,2017-10-01,0.7426,0.8197351098060608,0.07713510980606075
2020,1504585,2017-11-01,0.7895,0.8031004071235657,0.013600407123565694
2021,1504585,2017-12-01,0.8173,0.8641778826713562,0.046877882671356175
2022,1504585,2018-01-01,0.816,0.8624734282493591,0.04647342824935918
2056,1507038,2017-08-01,0.8267,0.0,-0.8267
2057,1507038,2017-09-01,0.7959999999999999,0.8113784790039062,0.01537847900390632
2058,1507038,2017-10-01,0.8293,0.8333596587181091,0.004059658718109094
2059,1507038,2017-11-01,0.8344,0.8138712048530579,-0.02052879514694217
2060,1507038,2017-12-01,0.8244,0.7985523343086243,-0.025847665691375754
2061,1507038,2018-01-01,0.7706,0.7954761981964111,0.02487619819641118
2062,1507038,2018-02-01,0.7579,0.766243040561676,0.008343040561676007
2064,1507038,2018-04-01,0.5795,0.8186962008476257,0.23919620084762572
2071,1507039,2017-10-01,0.6602,0.8179123997688293,0.15771239976882934
2072,1507039,2017-11-01,0.5779,0.7496547698974609,0.17175476989746097
2091,1507040,2018-05-01,0.838,0.877157986164093,0.03915798616409305
2092,1507040,2018-06-01,0.7862,0.8572306632995605,0.07103066329956054
2093,1507041,2017-06-01,0.8282,0.0,-0.8282
2097,1507041,2017-10-01,0.8336,0.9877321720123291,0.1541321720123291
2098,1507041,2017-11-01,0.8356,0.9160009026527405,0.08040090265274047
2106,1507042,2017-06-01,0.7951,0.0,-0.7951
2107,1507042,2017-07-01,0.6841,0.0,-0.6841
2110,1507042,2017-10-01,0.5563,0.9240392446517944,0.3677392446517944
2111,1507042,2017-11-01,0.4956,0.7373822331428528,0.2417822331428528
2129,1507043,2018-04-01,0.635,0.8343495726585388,0.1993495726585388
2130,1507043,2018-05-01,0.6809999999999999,0.7486973404884338,0.0676973404884339
2131,1507043,2018-06-01,0.7009,0.7573468089103699,0.056446808910369906
2164,1509495,2017-12-01,0.8349,0.947816789150238,0.11291678915023806
2238,1514395,2017-08-01,0.8494,0.0,-0.8494
2241,1514395,2017-11-01,0.5918,0.8417151570320129,0.24991515703201295
2242,1514395,2017-12-01,0.6529,0.7477312684059143,0.09483126840591427
2243,1514395,2018-01-01,0.6979,0.7638264298439026,0.06592642984390262
2244,1514395,2018-02-01,0.7315,0.7880238890647888,0.05652388906478878
2245,1514395,2018-03-01,0.8162,0.8303691744804382,0.014169174480438196
2246,1514395,2018-04-01,0.8233,0.857893705368042,0.03459370536804196
2247,1514395,2018-05-01,0.8287,0.8506892919540405,0.021989291954040535
2266,1514405,2017-10-01,0.8388,0.9405812621116638,0.10178126211166383
2269,1514405,2018-01-01,0.8007,0.8565734028816223,0.05587340288162235
2270,1514405,2018-02-01,0.8157,0.8389604091644287,0.02326040916442873
2281,1514406,2017-12-01,0.8298,0.9619143009185791,0.13211430091857912
2295,1516850,2018-01-01,0.8064,0.897390604019165,0.09099060401916503
2296,1516850,2018-02-01,0.8072,0.8488858342170715,0.041685834217071505
2297,1516850,2018-03-01,0.8353,0.8557673096656799,0.02046730966567989
2298,1516850,2018-04-01,0.8256,0.8717957735061646,0.04619577350616455
2299,1516850,2018-05-01,0.7786,0.788467288017273,0.00986728801727299
2300,1516850,2018-06-01,0.7743,0.7823401689529419,0.008040168952941906
2347,1519314,2018-01-01,0.6478,0.8826690912246704,0.23486909122467037
2348,1519314,2018-02-01,0.8095,0.7971223592758179,-0.012377640724182126
2349,1519314,2018-03-01,0.7429,0.7982906103134155,0.05539061031341552
2350,1519314,2018-04-01,0.5011,0.7265153527259827,0.22541535272598268
2351,1519314,2018-05-01,0.7016,0.6572431325912476,-0.04435686740875244
2352,1519314,2018-06-01,0.6966,0.6805111169815063,-0.01608888301849365
2379,1521766,2017-06-01,0.7868,0.0,-0.7868
2380,1521766,2017-07-01,0.5455,0.0,-0.5455
2381,1521766,2017-08-01,0.5841,0.0,-0.5841
2383,1521766,2017-10-01,0.5177,0.7340855598449707,0.21638555984497065
2384,1521766,2017-11-01,0.5264,0.5197470784187317,-0.00665292158126829
2385,1521766,2017-12-01,0.4897,0.5088871121406555,0.019187112140655493
2386,1521766,2018-01-01,0.2875,0.3920266628265381,0.10452666282653811
2387,1521766,2018-02-01,0.2287,0.2971552312374115,0.06845523123741151
2388,1521766,2018-03-01,0.3548,0.39457717537879944,0.039777175378799434
2389,1521766,2018-04-01,0.3494,0.41131359338760376,0.06191359338760377
2390,1521766,2018-05-01,0.3049,0.41605842113494873,0.11115842113494873
2391,1521766,2018-06-01,0.524,0.462866872549057,-0.061133127450943014
2392,1521774,2017-06-01,0.845,0.0,-0.845
2393,1521774,2017-07-01,0.8287,0.0,-0.8287
2394,1521774,2017-08-01,0.7914,0.0,-0.7914
2395,1521774,2017-09-01,0.7942,0.7758230566978455,-0.018376943302154558
2396,1521774,2017-10-01,0.7696,0.7682973146438599,-0.0013026853561400875
2397,1521774,2017-11-01,0.7422,0.7608843445777893,0.018684344577789336
2398,1521774,2017-12-01,0.7334,0.7510290145874023,0.017629014587402292
2399,1521774,2018-01-01,0.7334,0.7500061392784119,0.016606139278411813
2400,1521774,2018-02-01,0.7334,0.7510337233543396,0.017633723354339548
2401,1521774,2018-03-01,0.7334,0.7511945366859436,0.01779453668594355
2402,1521774,2018-04-01,0.7704,0.7516804933547974,-0.01871950664520261
2403,1521774,2018-05-01,0.8213,0.7748581767082214,-0.046441823291778594
2404,1521774,2018-06-01,0.8064,0.7932843565940857,-0.013115643405914312
2444,1524229,2017-06-01,0.8017,0.0,-0.8017
2445,1524229,2017-07-01,0.8388,0.0,-0.8388
2447,1524229,2017-09-01,0.8313,0.8638908267021179,0.03259082670211788
2448,1524229,2017-10-01,0.8109,0.8441649079322815,0.03326490793228154
2449,1524229,2017-11-01,0.8225,0.8420131206512451,0.01951312065124511
2450,1524229,2017-12-01,0.8422,0.8604971766471863,0.01829717664718633
2452,1524229,2018-02-01,0.8399,0.8917648196220398,0.051864819622039815
2509,1531546,2017-06-01,0.5287,0.0,-0.5287
2510,1531546,2017-07-01,0.5792,0.0,-0.5792
2512,1531546,2017-09-01,0.6491,0.9985948801040649,0.34949488010406493
2516,1531546,2018-01-01,0.8309,0.8714348673820496,0.04053486738204959
2517,1531546,2018-02-01,0.8134,0.8559396266937256,0.042539626693725574
2518,1531546,2018-03-01,0.7543,0.8508785963058472,0.0965785963058472
2519,1531546,2018-04-01,0.722,0.8143000602722168,0.09230006027221682
2520,1531546,2018-05-01,0.7217,0.7925065159797668,0.07080651597976684
